Candidate First Name|Candidate Last Name|Candidate ID|Date Received|Income Source Name|Income Source Address|Income Reason|Type of Inocome
STEPHEN|SCHERR|99FIS00106|1999-04-19|PLAZA ENTERPRISES, L.L.C.     |P.O. BOX 891  HASTINGS, NE              ||B
STEPHEN|SCHERR|99FIS00106|1999-04-19|                              |                                        ||I
STEPHEN|SCHERR|99FIS00106|2000-04-04|WHELAN & SCHERR               |                                        ||I
STEPHEN|SCHERR|99FIS00106|2000-04-04|PLAZA ENTERPRISES LLC         |                                        ||I
STEPHEN|SCHERR|99FIS00106|2000-04-04|RENTAL PROPERTY               |                                        ||I
STEPHEN|SCHERR|99FIS00106|2000-04-04|HASTINGS AREA COUN. ALCOH     |                                        ||B
STEPHEN|SCHERR|99FIS00106|2000-04-04|HASTINGS STATE BANK           |                                        ||F
STEPHEN|SCHERR|99FIS00106|2000-04-04|CITY NATIONAL BANK            |                                        ||C
STEPHEN|SCHERR|99FIS00106|2000-04-04|1ST COMMERCE                  |                                        ||C
ADRIAN|SMITH|99FIS00111|2000-03-27|BUYERS REALTY                 |2035 10TH ST GERING NE                  ||I
ADRIAN|SMITH|99FIS00111|2000-03-27|STATE OF NE                   |LINCOLN NE                              ||I
ADRIAN|SMITH|99FIS00111|2000-03-27|WYO-BRASKA MUSEUM OF NATI     |10TH & U ST GERING NE                   ||B
ADRIAN|SMITH|99FIS00111|2000-03-27|VALLEY BANK & TRUST           |GERING NE                               ||F
ADRIAN|SMITH|99FIS00111|2000-03-27|STATE FARM                    |LINCOLN NE                              ||F
ADRIAN|SMITH|99FIS00111|2000-03-27|NE TEACHER RETIREMENT         |LINCOLN NE                              ||F
ADRIAN|SMITH|99FIS00111|2000-03-27|ROTH IRA                      |LINCOLN NE                              ||F
ADRIAN|SMITH|99FIS00111|2000-03-27|STATE FARM                    |84TH & O LINCOLN NE                     ||S
ADRIAN|SMITH|99FIS00111|2000-03-27|FORD MOTOR CREDIT             |OMAHA NE                                ||C
RANDY|STOLL|99FIS00117|2000-03-31|YORK COUNTY NEBRASKA          |510 LINCOLN AVE YORK NE                 ||I
RANDY|STOLL|99FIS00117|2000-03-31|EAKES OFFICE PLUS             |PO BOX V2098 GRAND ISLAND               ||I
RANDY|STOLL|99FIS00117|2000-03-31|LEGAL SVCS OF SOUTHEAST N     |TERMINAL BUILDING #825 LINCOLN          ||B
RANDY|STOLL|99FIS00117|2000-03-31|YORK KIWANIAS CLUB            |723 BEAVER AVE YORK NE                  ||B
RANDY|STOLL|99FIS00117|2000-03-31|UNION BANK                    |502 GRANT AVE YORK NE                   ||F
RANDY|STOLL|99FIS00117|2000-03-31|CATTLE NATL BANK              |104 S 5TH SEWARD NE                     ||F
RANDY|STOLL|99FIS00117|2000-03-31|NORWEST BANK 401K             |                                        ||S
RANDY|STOLL|99FIS00117|2000-03-31|FARM BUREA INSURANCE          |                                        ||S
RANDY|STOLL|99FIS00117|2000-03-31|LINCOLN BENEFIT LIFE INSU     |                                        ||S
RANDY|STOLL|99FIS00117|2000-03-31|NE COUNTY EMPLOYEE RETIRE     |                                        ||C
RANDY|STOLL|99FIS00117|2000-03-31|FIRST BANK                    |POB 64916 ST PAUL NE                    ||C
RANDY|STOLL|99FIS00117|2000-03-31|CHASE MANHATTAN BANK          |WILMINGTON DE                           ||C
RANDY|STOLL|99FIS00117|2000-03-31|LINCOLN BENEFIT LIFE          |PO BOX 80469 LINCOLN NE                 ||C
RANDY|STOLL|99FIS00117|2000-03-31|STUDENT LOANS                 |DEPT OF EDUCATION UTICA NY              ||C
RANDY|STOLL|99FIS00117|2000-03-31|CAPITOL ONE                   |PO BOX 26074 RICHMOND VA                ||C
ANNE|BOYLE|99FIS00150|2000-04-03|UNIVERSAL REVENUE SERVICE     |                                        ||I
ANNE|BOYLE|99FIS00150|2000-04-03|DOWNTOWN OMAHA, INC           |                                        ||B
ANNE|BOYLE|99FIS00150|2000-04-03|BEMIS CENTER FOR CONT. AR     |                                        ||B
ANNE|BOYLE|99FIS00150|2000-04-03|COMMERCIAL FEDERAL BANK       |                                        ||F
ANNE|BOYLE|99FIS00150|2000-04-03|BELL FEDERAL CREDIT UNION     |                                        ||F
ANNE|BOYLE|99FIS00150|2000-04-03|NORWEST BANK                  |                                        ||F
ANNE|BOYLE|99FIS00150|2000-04-04|UNIVERSAL REVENUE SRVC        |                                        ||I
ANNE|BOYLE|99FIS00150|2000-04-04|DOWNTOWN OMAHA                |                                        ||B
ANNE|BOYLE|99FIS00150|2000-04-04|BEMIS CENTER                  |                                        ||B
ANNE|BOYLE|99FIS00150|2000-04-04|COMMERCIAL FEDERAL BANK       |                                        ||F
ANNE|BOYLE|99FIS00150|2000-04-04|BELL FEDERAL CREDIT UNION     |                                        ||F
ANNE|BOYLE|99FIS00150|2000-04-04|NORWEST BANK                  |                                        ||F
JON|BRUNING|99FIS00153|1999-12-30|STATE OF NEBRASKA             |STATE CAPITOL                           ||I
JON|BRUNING|99FIS00153|1999-12-30|JON C. BRUNING, ATTORNEY      |1079 N. 204TH AVE, ELKHORN, NE          ||I
JON|BRUNING|99FIS00153|1999-12-30|BRUNING HOLDINGS, LLC         |17501 RIVIERA DRIVE, OMAHA, NE          ||B
JON|BRUNING|99FIS00153|1999-12-30|PANTHER NETWORK               |1079 N. 204TH AVE, ELKHORN, NE          ||B
JON|BRUNING|99FIS00153|2001-03-13|AMERITRADE                    |4211 S 102ND                            ||F
JON|BRUNING|99FIS00153|2001-03-13|PAINE WEBBER                  |1201 N STREET                           ||F
JON|BRUNING|99FIS00153|2001-03-13|WARBURG PINCUS MUT. FUND      |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|VOYAGEUR MUT. FUND            |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|AT&T                          |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|CMGI                          |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|CITIGROUP                     |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|GE NAT. INFO CONSORTIUM       |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|NOKIA                         |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|ENRON                         |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|AT&TWIRELESS                  |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|WORLDCOM                      |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|LEVEL3                        |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|COX COMMUN.                   |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|MICROSOFT                     |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|VENTRO                        |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|FIDELITY MUTUAL FUNDS         |                                        ||S
JON|BRUNING|99FIS00153|2001-03-13|STATE OF NEBRASKA             |                                        ||I
JON|BRUNING|99FIS00153|2001-03-13|BRUNING LAW OFFICE            |SOLO ATTORNEY IN PRIVATE PRACT          ||I
JON|BRUNING|99FIS00153|2001-03-13|PANTHER NETWORK, LLC.         |                                        ||I
JON|BRUNING|99FIS00153|2001-03-13|TAGGE RUTHERFORD FIN GROU     |                                        ||I
JON|BRUNING|99FIS00153|2001-03-13|BRUNING HOLDINGS, LLC,        |                                        ||B
JON|BRUNING|99FIS00153|2001-03-13|PINNACLE BANK                 |13131 W DODGE RD                        ||F
JON|BRUNING|99FIS00153|2003-01-13|STATE OF NE                   |                                        ||I
JON|BRUNING|99FIS00153|2003-01-13|JON C. BRUNING, PC,LLO        |                                        ||I
JON|BRUNING|99FIS00153|2003-01-13|BURNING HOLDINGS, LLC         |                                        ||I
JON|BRUNING|99FIS00153|2003-01-13|CORNHUSKER ROAD, LLC          |                                        ||B
JON|BRUNING|99FIS00153|2003-01-13|PINNACLE BANK                 |                                        ||F
JON|BRUNING|99FIS00153|2003-01-13|NATL ASSN OF ATTY GENERAL     |                                        ||G
JON|BRUNING|99FIS00153|2003-01-13|REP. ATTY GENERAL ASSN        |                                        ||G
JON|BRUNING|99FIS00153|2003-01-13|NE CLUB                       |                                        ||G
JIM|LYNCH|99FIS00166|2000-03-08|SELF EMPLOYEED                |3705 S 112TH ST OMAHA NE                ||I
JIM|LYNCH|99FIS00166|2000-03-08|LYNCH PROPERTIES INC          |1224 MONGNA BLVD OMAHA NE               ||B
BEVERLY|PETERSON|99FIS00172|2000-02-07|DR G.E. PETERSON              |108 S PARK AVE OAKLAND NE               ||I
BEVERLY|PETERSON|99FIS00172|2000-02-07|FIRST NATL BANK OF NORTHE     |OAKLAND NE                              ||F
BEVERLY|PETERSON|99FIS00172|2000-02-07|GOLDEN AMERICAN INS CO        |                                        ||S
BEVERLY|PETERSON|99FIS00172|2000-02-07|MORGAN STANLEY DEAN WILTE     |                                        ||S
MARK|HOEGER|99FIS00182|2000-03-14|WORLD MEDIA COMPANY           |5847 N 90TH OMAHA NE                    ||I
MARK|HOEGER|99FIS00182|2000-03-14|UNIVERSITY OF NE OF OMAHA     |OMAHA NE                                ||I
MARK|HOEGER|99FIS00182|2000-03-14|OX BRIDGE ACADEMY PROGRA      |NEW YORK NY                             ||I
MARK|HOEGER|99FIS00182|2000-03-14|HOEGER COMMUNICATIONS         |5201 DAVENPORT OMAHA NE                 ||I
DON|WESELY|99FIS00006|1999-03-08|ALIANT COMMUNICATIONS         |                                        ||I
DON|WESELY|99FIS00006|1999-03-08|NBC                           |                                        ||F
DON|WESELY|99FIS00006|2000-04-04|CITY OF LINCOLN               |                                        ||I
DON|WESELY|99FIS00006|2000-04-04|NATIONAL BANK OF COMMERCE     |                                        ||F
DON|WESELY|99FIS00006|2000-04-04|NE STATE EMPL. CREDIT UNI     |                                        ||F
DON|WESELY|99FIS00006|2000-04-04|US BANK                       |                                        ||F
DON|WESELY|99FIS00006|2000-04-04|FRIENDS OF STATE MUSEUM       |                                        ||G
DON|WESELY|99FIS00006|2000-04-04|ANIS EYE INSTITUTE            |                                        ||G
ROBERT|STEPHENS|99FIS00007|1999-03-09|STEPHENS & SMITH CONST.       |                                        ||I
ROBERT|STEPHENS|99FIS00007|1999-03-09|PINNACLE BANK                 |                                        ||F
LILLIAN|LARSEN|99FIS00008|1999-02-02|GALLUP, INC.                  |                                        ||I
LILLIAN|LARSEN|99FIS00008|1999-02-02|NBC                           |                                        ||F
PAUL|EDWARDS|99FIS00009|1998-12-21|RURAL/METRO MEDICAL SERVI     |                                        ||I
PAUL|EDWARDS|99FIS00009|1998-12-21|ST. MARY'S SCHOOL             |                                        ||B
PAUL|EDWARDS|99FIS00009|1998-12-21|UNION BANK & TRUST            |                                        ||F
PAUL|EDWARDS|99FIS00009|2000-02-29|RURAL METRO AMBULANCE         |830 L ST LINCOLN NE                     ||I
PAUL|EDWARDS|99FIS00009|2000-02-29|UNION BANK                    |1944 O ST LINCOLN NE                    ||F
PAUL|EDWARDS|99FIS00009|2000-02-29|BURLINGTON CREDIT UNION       |                                        ||F
PAUL|EDWARDS|99FIS00009|2000-02-29|WASHINGTON MUTUAL FUND        |                                        ||S
PAUL|EDWARDS|99FIS00009|2000-02-29|TEMPLETON MUTUAL FUND         |                                        ||S
PAUL|EDWARDS|99FIS00009|2000-02-29|RURAL METRO STOCK             |                                        ||S
PAUL|EDWARDS|99FIS00009|2000-02-29|DANA RAUSCHER                 |                                        ||S
PAUL|EDWARDS|99FIS00009|2000-02-29|COMMERCIAL FEDERAL            |1314 O ST                               ||C
PAUL|EDWARDS|99FIS00009|2000-02-29|BURLINGTON CREDIT UNION       |                                        ||C
JONATHAN|COOK|99FIS00010|1999-03-02|ZETETIC SOFTWARE              |                                        ||I
JONATHAN|COOK|99FIS00010|1999-03-02|COUNTY CLUB NEIGHBORHOOD      |                                        ||B
JONATHAN|COOK|99FIS00010|1999-03-02|U.S. BANK                     |                                        ||F
KEN|SVOBODA|99FIS00011|2001-02-23|RAY'S LAWN & HOME CARE        |503 WEST A STREET                       ||I
KEN|SVOBODA|99FIS00011|2001-02-23|NEBRASKA PROFESSIONAL LAW     |4954 SO. 167TH AVE OMAHA                ||B
KEN|SVOBODA|99FIS00011|2001-02-23|PUBLIC HEALTH FOUNDATION      |3140 N STREET                           ||B
JON|CAMP|99FIS00013|2000-05-01|FIRST UNION BANK              |                                        ||I
JON|CAMP|99FIS00013|2000-05-01|GENERAL ELECTRIC              |                                        ||I
JON|CAMP|99FIS00013|2000-05-01|HONEYWELL                     |                                        ||I
JON|CAMP|99FIS00013|2000-05-01|WARNER LAMBERT                |                                        ||I
JON|CAMP|99FIS00013|2000-05-01|FEDERATED AGCR MONEY MARK     |                                        ||I
JON|CAMP|99FIS00013|2000-05-01|TNE MONEY MARKET FUNDS        |                                        ||I
JON|CAMP|99FIS00013|2000-05-01|HAYMARKET FUNDS               |PO BOX 82307 LINCOLN  NE                ||I
JON|CAMP|99FIS00013|2000-05-01|CH LTD                        |PO BOX 82307 LINCOLN NE                 ||I
JON|CAMP|99FIS00013|2000-05-01|LINCOLN HAYMARKET DEVELOP     |MENT CORP                               ||B
JON|CAMP|99FIS00013|2000-05-01|HAYMARKET HOUSING DEVELOP     |                                        ||B
JON|CAMP|99FIS00013|2000-05-01|LINCOLN HOUSING BOARD         |                                        ||B
JON|CAMP|99FIS00013|2000-05-01|CITY OF LINCOLN ECONOMIC      |                                        ||B
JON|CAMP|99FIS00013|2000-05-01|HAYMARKET REVITALIZATION      |                                        ||B
JON|CAMP|99FIS00013|2000-05-01|NE STATE HISTORICAL SOCIE     |                                        ||B
JON|CAMP|99FIS00013|2000-05-01|NATL BANK OF COMMERCE         |13TH & O ST LINCOLN NE                  ||F
JON|CAMP|99FIS00013|2000-05-01|FIRST FEDERAL LINCOLN         |LINCOLN NE                              ||F
JON|CAMP|99FIS00013|2000-05-01|AEGON NV                      |                                        ||S
JON|CAMP|99FIS00013|2000-05-01|AETNA LIFE                    |                                        ||S
JON|CAMP|99FIS00013|2000-05-01|ALIANT COMMUNICATIONS         |                                        ||S
JON|CAMP|99FIS00013|2000-05-01|ALLTEL                        |                                        ||S
